model_name,model_type,training_data,imagenet_accuracy,perspective_accuracy,depth_accuracy,perspective_accuracy_human,depth_accuracy_human,uniqua_accuracy,uniqua_resize_accuracy,uniqua_padded_accuracy,uniqua_truncated_accuracy,uniqua_crop_square_accuracy,model_input_sizes
eva02_large_patch14_448.mim_in22k_ft_in22k_in1k,Transformer,ImageNet 21k,89.97,52.80665281,70.45277127,58.5106383,65.95744681,53.74280230326296,56.25,60.09615384615385,0.0,53.84615384615385,448.0
eva02_large_patch14_448.mim_m38m_ft_in1k,Transformer,Merged-38M,89.574,53.22245322,70.88212334,53.19148936,67.0212766,52.207293666026864,54.20673076923077,56.73076923076923,0.0,56.73076923076923,448.0
tinynet_b.in1k,CNN,ImageNet 1k,74.978,49.11642412,67.09601874,52.12765957,59.57446809,50.09596928982726,64.54326923076923,65.14423076923077,0.0,62.98076923076923,188.0
tinynet_c.in1k,CNN,ImageNet 1k,71.242,50.85758836,65.41764247,46.80851064,58.5106383,55.85412667946257,64.66346153846153,63.46153846153846,0.0,64.1826923076923,184.0
edgenext_xx_small.in1k,Hybrid,ImageNet 1k,71.878,50.36382536,65.0273224,51.06382979,56.38297872,50.09596928982726,54.56730769230769,52.76442307692308,0.0,52.88461538461539,256.0
ghostnet_100.in1k,CNN,ImageNet 1k,73.958,51.45530146,66.54957065,56.38297872,65.95744681,52.97504798464492,64.78365384615384,63.34134615384615,0.0,53.84615384615385,224.0
spnasnet_100.rmsp_in1k,CNN,ImageNet 1k,74.094,49.87006237,66.43247463,55.31914894,69.14893617,49.1362763915547,61.05769230769231,51.68269230769231,0.0,51.92307692307692,224.0
vit_large_patch14_clip_224.openai_ft_in12k_in1k,Transformer,ImageNet 12k,88.174,51.14345114,68.69633099,47.87234043,68.08510638,54.12667946257198,55.16826923076923,61.17788461538461,0.0,54.56730769230769,224.0
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,Transformer,ImageNet 12k,87.894,49.58419958,67.40827479,48.93617021,64.89361702,52.783109404990405,53.48557692307692,60.81730769230769,0.0,62.5,224.0
vit_large_patch14_clip_224.openai_ft_in1k,Transformer,ImageNet 1k,87.854,52.28690229,64.94925839,50.0,57.44680851,52.39923224568138,57.69230769230769,53.125,0.0,54.80769230769231,224.0
vit_large_patch14_clip_224.laion2b_ft_in1k,Transformer,ImageNet 1k,87.286,51.01351351,66.62763466,53.19148936,67.0212766,52.783109404990405,56.85096153846154,60.09615384615385,0.0,55.76923076923077,224.0
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,Transformer,ImageNet 12k,86.17,50.88357588,67.01795472,53.19148936,60.63829787,52.207293666026864,48.79807692307692,55.88942307692308,0.0,52.40384615384615,224.0
vit_base_patch16_clip_224.openai_ft_in12k_in1k,Transformer,ImageNet 12k,85.942,50.90956341,65.41764247,50.0,56.38297872,52.783109404990405,57.8125,55.28846153846154,0.0,59.375,224.0
vit_base_patch16_clip_224.laion2b_ft_in1k,Transformer,ImageNet 1k,85.47,49.27234927,68.57923497,61.70212766,61.70212766,53.93474088291747,55.28846153846154,57.45192307692308,0.0,0.0,224.0
vit_base_patch16_clip_224.openai_ft_in1k,Transformer,ImageNet 1k,85.292,51.32536383,67.91569087,54.25531915,67.0212766,52.01535508637236,60.33653846153846,57.57211538461539,0.0,62.5,224.0
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,Transformer,ImageNet 12k,83.296,51.74116424,69.55503513,55.31914894,67.0212766,51.439539347408825,62.5,49.87980769230769,0.0,50.72115384615385,224.0
vit_base_patch32_clip_224.laion2b_ft_in1k,Transformer,ImageNet 1k,82.582,51.53326403,66.19828259,46.80851064,55.31914894,52.01535508637236,58.29326923076923,56.37019230769231,0.0,60.57692307692308,224.0
vit_base_patch32_clip_224.openai_ft_in1k,Transformer,ImageNet 1k,81.93,50.90956341,67.5253708,57.44680851,63.82978723,49.520153550863725,51.5625,51.44230769230769,0.0,50.96153846153846,224.0
GPT-4-Vision,LLM,Internet,-1.0,-1.0,-1.0,51.818,59.45,,,,,,
Claude-3-Opus,LLM,Internet,-1.0,-1.0,-1.0,50.0,60.81,,,,,,
Gemini-Pro-Vision,LLM,Internet,-1.0,-1.0,-1.0,51.818,54.05,,,,,,
depth_anything_vit_large,Transformer,Internet,-1.0,51.50727651,65.45667447,53.63636364,68.91891892,,,,,,
midas,Transformer,Internet,-1.0,50.38981289,62.45120999,50.0,66.21621622,,,,,,
dinov2_vit_large,Transformer,Internet,-1.0,54.05405405,64.4028103,59.09090909,66.21621622,,,,,,
sam,Transformer,Internet,-1.0,51.61122661,65.53473849,49.09090909,66.21621622,,,,,,
mae_vit_base,Transformer,ImageNet 1k,83.6,50.62370062,71.15534738,53.63636364,66.21621622,,,,,,
ibot_vit_base,Transformer,ImageNet 21k,-1.0,51.01351351,67.05698673,54.54545455,71.62162162,,,,,,
stable diffusion 2.0,Diffusion,LAION-5B,-1.0,50.18,56.04,50.54,61.29,,,,,,
OLD_CVM_with_TPU_to_GPU_weight_issue,Transformer,CO3D,-1.0,53.32493,67.23821432,,,,,,,,
